0,1,-0.087580,0.365175,-0.322404,-0.170683,0.502677,-0.429289,-0.497752,0.740728,-0.441776,0.347687,-0.180856,-0.134621,-0.409067,0.347340,0.154493,0.177394,-0.204354,0.028871,0.122406,0.608269,-0.396915,0.109455,0.628845,-0.685421
1,2,-0.347945,-0.032177,0.307641,-0.366615,-0.112875,0.532340,-0.403167,0.346665,-0.010609,0.074732,-0.102018,0.030532,-0.616039,0.150656,0.569551,0.281284,0.437960,-0.555702,-0.313849,0.175836,0.166182,-0.124757,-0.034793,0.097167
2,0,0.217918,-0.154371,-0.005732,0.076239,-0.013744,-0.065314,-0.503315,0.458760,-0.048859,-0.052001,-0.049234,0.091976,-0.639635,0.261548,0.496275,0.181284,0.326874,-0.393359,-0.856612,-0.218360,0.796192,-0.044143,-0.591289,0.615152
3,1,-0.096610,0.124942,-0.057985,-0.353580,0.369283,-0.069708,-0.570758,0.565763,-0.117817,-0.200829,0.248185,-0.057592,-0.313964,0.329571,0.061601,-0.007029,0.333674,-0.258139,-0.633051,0.070408,0.474674,-0.267175,-0.087528,0.221146
4,1,-0.099932,-0.187125,0.278900,-0.344381,0.202131,0.124239,-0.432209,0.630557,-0.366287,-0.014122,-0.199485,0.200255,-0.431449,0.082079,0.420090,-0.089797,0.113060,-0.022204,0.155238,0.536984,-0.388349,-0.126623,0.428835,-0.366966
5,0,0.128598,-0.124723,0.032636,0.301341,-0.431919,0.202333,-0.392568,0.629237,-0.410157,0.131373,-0.058234,-0.060379,0.233722,-0.287805,-0.007444,0.483574,-0.112931,-0.271878,-0.183398,0.270570,0.014766,0.054816,0.301119,-0.329410
6,2,-0.064846,-0.175884,0.239313,-0.428273,0.236950,0.172090,-0.581443,0.578910,-0.123526,-0.087443,-0.078682,0.150794,0.273484,-0.201552,-0.131025,-0.352243,-0.077200,0.323911,-0.765672,-0.411263,0.817691,-0.035288,-0.653341,0.672977
7,1,-0.188437,0.209960,-0.076960,-0.279532,0.243443,0.004043,-0.608745,0.638214,-0.173356,0.077739,0.008208,-0.075912,-0.407368,0.497708,0.016525,-0.347284,-0.073642,0.317401,-0.441204,0.270437,0.222209,-0.226858,-0.051640,0.165024
8,2,0.065421,-0.346063,0.319330,0.048261,-0.532967,0.598022,-0.323051,0.391489,-0.164371,0.107289,-0.278987,0.168641,-0.483200,-0.088574,0.633755,0.234034,0.080155,-0.237993,0.286540,0.416173,-0.434690,-0.015596,0.341102,-0.334375
9,1,-0.055562,0.190814,-0.160772,-0.158145,0.230024,-0.110273,-0.485807,0.648128,-0.328609,-0.016547,0.199661,-0.173522,-0.341008,0.352492,0.071852,0.045132,0.606042,-0.512074,-0.180112,-0.079169,0.183726,-0.092221,-0.157887,0.204403
10,2,0.127810,0.137864,-0.248020,-0.186975,0.429158,-0.322089,-0.578833,0.570783,-0.115393,-0.305921,-0.009665,0.277416,-0.297893,-0.014518,0.354448,-0.381990,0.016924,0.271822,-0.630299,-0.571858,0.787595,-0.138548,-0.698023,0.769334
11,0,0.232942,-0.111216,-0.063753,0.145889,-0.012890,-0.141339,-0.372440,0.630626,-0.435255,0.177064,-0.206310,0.039000,-0.185188,-0.058009,0.264655,0.405368,0.408257,-0.624893,0.620223,0.497753,-0.743130,0.044999,0.591873,-0.616165
12,2,-0.100580,0.138532,-0.069425,-0.235015,0.108680,0.120467,-0.506028,0.632896,-0.284430,0.004810,-0.108124,0.097609,-0.380855,0.096989,0.348634,0.114329,0.531629,-0.504996,-0.189972,-0.427263,0.362453,-0.116434,-0.313623,0.372707
13,1,-0.088264,0.282774,-0.233602,-0.214783,0.442696,-0.308663,-0.675456,0.687552,-0.164113,-0.251801,0.233886,0.000579,-0.498089,0.384732,0.222666,0.110033,0.523362,-0.495264,-0.831905,-0.245198,0.789486,-0.209282,-0.432209,0.538000
14,0,0.249876,-0.130659,-0.056221,-0.049401,0.201476,-0.192526,-0.324693,0.611763,-0.464418,0.371805,-0.039459,-0.288937,0.488413,-0.243971,-0.338911,0.465129,0.416611,-0.676103,0.704461,0.486268,-0.805255,0.044134,0.519874,-0.543511
15,1,-0.308473,0.472628,-0.264080,-0.412003,0.526184,-0.198160,-0.459139,0.606628,-0.302455,-0.156711,0.223562,-0.073097,-0.221898,0.302335,-0.019247,-0.145788,0.055485,0.065044,-0.309109,-0.251385,0.371989,-0.049173,-0.237239,0.262516
